timestamp,space_id,occupancy_rate,queue_length,traffic_level,is_special_day,baseline_price,demand_price,competitive_price
2016-10-04 07:59:00,0,0.10571923743500866,1,1,False,10.052859618717504,11.412493821462451,10.988745675023715
2016-10-04 07:59:00,5248,0.1975,2,1,False,10.09875,11.567466639295983,11.097226647507188
2016-10-04 07:59:00,3936,0.38427947598253276,2,1,False,10.192139737991265,12.765711752451603,11.935998226716121
2016-10-04 07:59:00,6560,0.51340206185567,2,1,False,10.256701030927836,13.296156100140497,12.307334368687311
2016-10-04 07:59:00,17056,0.31979166666666664,2,1,False,10.159895833333334,12.489610569374214,11.74272739856195
2016-10-04 07:59:00,2624,0.24893617021276596,2,1,False,10.124468085106383,12.17851374778734,11.524959623451137
2016-10-04 07:59:00,7872,0.2579710144927536,2,1,False,10.128985507246377,12.218605524470663,11.553023867129463
2016-10-04 07:59:00,14432,0.33661119515885024,3,5,False,10.168305597579424,11.641007475696137,11.148705232987295
2016-10-04 07:59:00,9184,0.35291189646590343,2,1,False,10.176455948232952,12.632290188825559,11.8426118886655
2016-10-04 07:59:00,10496,0.06956831965750981,1,1,False,10.034784159828755,11.24375912797518,10.870654192152475
2016-10-04 07:59:00,1312,0.31007751937984496,2,1,False,10.155038759689923,12.447422356250001,11.713218266508246
2016-10-04 07:59:00,11808,0.27839299510687615,2,1,False,10.139196497553439,12.308780994526128,11.616176135665027
2016-10-04 07:59:00,13120,0.18624446714334356,2,1,False,10.093122233571671,11.515446111351011,11.060854037423152
2016-10-04 07:59:00,15744,0.1894940380277151,2,5,False,10.094747019013857,11.22866081251755,10.86011241504474
2016-10-04 08:25:00,14433,0.3615733736762481,2,1,False,10.180786686838124,13.01864895495573,12.113110671319236
2016-10-04 08:25:00,6561,0.5505154639175258,2,1,False,10.275257731958764,13.761489108800518,12.633120254033397
2016-10-04 08:25:00,9185,0.38825286212045795,3,5,False,10.194126431060228,12.250176096668039,11.575195778590558
2016-10-04 08:25:00,13121,0.22642151855635,2,1,False,10.113210759278175,12.078094079610647,11.454750374241122
2016-10-04 08:25:00,11809,0.3778006695853721,3,1,False,10.188900334792686,12.48820446715363,11.741838734966322
2016-10-04 08:25:00,1313,0.3333333333333333,2,5,False,10.166666666666666,11.892359723218869,11.324713612519503
2016-10-04 08:25:00,3937,0.4395924308588064,1,1,False,10.219796215429403,12.893009330614918,12.025195135468277
2016-10-04 08:25:00,2625,0.3702127659574468,1,1,False,10.185106382978724,12.235911790521342,11.565208045567385
2016-10-04 08:25:00,15745,0.21849822752175313,3,5,False,10.109249113760876,11.090843334921752,10.763699220300602
2016-10-04 08:25:00,7873,0.3898550724637681,2,1,False,10.194927536231884,12.78924865861125,11.952545137635067
2016-10-04 08:25:00,10497,0.0849090260435248,2,5,False,10.042454513021763,10.734378910395034,10.514179944749637
2016-10-04 08:25:00,17057,0.3963541666666667,2,1,False,10.198177083333333,12.816614789265973,11.97171011117719
2016-10-04 08:25:00,5249,0.2625,2,1,False,10.13125,11.86506407234111,11.305682960008284
2016-10-04 08:25:00,1,0.11091854419410745,1,1,False,10.055459272097053,11.436659104901057,11.005753481952755
2016-10-04 08:59:00,14434,0.3918305597579425,3,5,False,10.195915279878971,12.265980858681864,11.586305228102786
2016-10-04 08:59:00,1314,0.4005167958656331,2,1,False,10.200258397932817,12.834103234922816,11.983987379147518
2016-10-04 08:59:00,10498,0.11523367820192651,2,1,False,10.057616839100962,11.572391056601376,11.100804458923625
2016-10-04 08:59:00,17058,0.49895833333333334,2,1,False,10.249479166666667,13.23839083806776,12.267043583787466
2016-10-04 08:59:00,11810,0.516868400721092,2,1,False,10.258434200360545,13.30995813895585,12.317109807915617
2016-10-04 08:59:00,7874,0.6014492753623188,3,1,False,10.30072463768116,13.413694572168017,12.389746638458332
2016-10-04 08:59:00,6562,0.5731958762886598,2,1,False,10.28659793814433,13.53087329678176,12.471779284054442
2016-10-04 08:59:00,2626,0.5723404255319149,2,1,False,10.286170212765958,13.842585197574362,12.689951064739995
2016-10-04 08:59:00,3938,0.5036390101892285,2,1,False,10.251819505094614,13.58392418016434,12.508928216429096
2016-10-04 08:59:00,2,0.1386481802426343,2,1,False,10.069324090121317,11.680134296424798,11.176254505059276
2016-10-04 08:59:00,15746,0.25523686754753466,3,1,False,10.127618433773767,12.316891836323283,11.62198105921454
2016-10-04 08:59:00,5250,0.3675,2,1,False,10.18375,12.69455116383785,11.886410331884688
2016-10-04 08:59:00,13122,0.28872999659516513,2,1,False,10.144364998297583,11.98368004807121,11.388745171669262
2016-10-04 08:59:00,9186,0.4300647088103534,2,1,False,10.215032354405176,12.957346284722643,12.070322123618023
2016-10-04 09:32:00,2627,0.7468085106382979,3,1,False,10.37340425531915,14.256886563648807,12.980085130880651
2016-10-04 09:32:00,1315,0.5271317829457365,2,1,False,10.263565891472869,13.350684808452652,12.345666769796082
2016-10-04 09:32:00,13123,0.35274089206673476,3,1,False,10.176370446033367,12.738040262439451,11.91682368991884
